simpleName,repList,,count,samID,newsamID,comments,latitude,longitude,uniqIDnowuseless,DisplayName
tunbridge,tunbridge,,19,292,292,,51.1987,0.2764,292,Tunbridge
trenton,trenton,,19,293,293,,40.22374722,-74.76400278,293,Trenton
shaftsbury,shaftsbury,,19,294,294,not a place,NA,NA,294,Shaftsbury
rhodes|rodes,rhodes|rodes,,24,295|921,295,|,36.16666667,27.93333333,295|921,Rhodes
rhine,rhine,,19,296,296,,51.98166667,4.080555556,296,Rhine
prage|prague,prage|prague,,23,1102|297,297,|,50.08333333,14.41666667,1102|297,Prague
massachusettsbay,massachusetts-bay|massachusetts bay,,19,298,298,,42.375,-70.74944444,298,Massachusetts-Bay
fairfield,fair field|fairfield,,7,300,300,,41.17583333,-73.27194444,300,Fairfield
derbyshire,derbyshire|derby shire,,19,301,301,,53.13333333,-1.6,301,Derbyshire
cumberland,cumberland|cum berland,,19,302,302,,54.75,-3,302,Cumberland
castile|castiles|castilias,castile|castile's|castiles|castilia's,,24,303|1603|2407,303,||,41.38333333,-4.45,303|1603|2407,Castile
brazoria,brazoria,,19,304,304,Town in Texas,29.04722222,-95.5675,304,Brazoria
brazil,brazil,,19,305,305,,-10,-52,305,Brazil
templehouse,tem ple-house,,18,306,306,,NA,NA,306,Temple-House
slatersville,slaters ville,,18,307,307,,41.99805556,-71.5825,307,Slatersville
pharsalia|pharsalias|pharsaly,pharsalia|pharsalia's|pharsaly,,27,308|682|1972,308,||,39.3,22.38333333,308|682|1972,Pharsalia
nazareth,nazareth|naza reth|na zareth,,18,309,309,,32.70194444,35.30333333,309,Nazareth
loire,loire,,18,310,310,,47.26916667,-2.185833333,310,Loire
hibernia|hibernias,hibernia|hibernia's,,22,311|1173,311,|,53.41666667,-8,311|1173,Hibernia
birkow,bir kow,,18,312,312,Across the strait from Banjul,13.45305556,-16.5775,312,Bir Kow
berks|berkshire,berks|berkshire|berkshire;,,21,1658|313,313,|,51.41666667,-1,1658|313,Berkshire
arragon,arragon,,18,314,314,Aragon,41,-1,314,Arragon
taunton,taun ton|taunton,,17,315,315,,41.9,-71.09027778,315,Taunton
somerset,somerset,,17,316,316,,51.1,-2.9,316,Somerset
savannah,savannah,,17,317,317,,32.01666667,-81.11666667,317,Savannah
samaria,samaria|sa maria,,17,318,318,,32.14306111,35.26061944,318,Samaria
naplouse,naplouse,,17,319,319,,32.22027778,35.27888889,319,Naplouse
matanzas,matanzas,,17,320,320,,23.05111111,-81.57527778,320,Matanzas
madras,mad ras,,17,321,321,,13.08333333,80.26666667,321,Madras
lucca,lucca,,17,322,322,,43.84166667,10.50277778,322,Lucca
leyden,leyden,,17,323,323,,52.16666667,4.483333333,323,Leyden
damascus,damascus|damas cus,,17,324,324,,33.51305556,36.29194444,324,Damascus
crownpoint,crown- point|crown point,,17,325,325,,44.02916667,-73.43111111,325,Crown- Point
connecticutriver,connec ticut river|connecti cut river,,17,326,326,,41.27222222,-72.33416667,326,Connecticut River
aveyron,aveyron,,17,327,327,region in France,44.25,2.7,327,Aveyron
aetna|aetnae|aetnas|etna|etnas|mountaetna,aetna|aetnae|aetna's|etna|etnas|etna's|mount aetna,,37,328|328|328|328|328|328,328,Mount Etna|Mount Etna|Mount Etna|Mount Etna|Mount Etna|,37.755,14.995,594|2558|328|1198|1556|2051,Mount Etna
yorktown,york town|yorktown,,16,330,330,,37.23916667,-76.51055556,330,Yorktown
tiber|tibers|tyber|typer,tiber|tiber's|tibers|tyber|typer,,28,331|1067|887|1760,331,|||,41.7405,12.2334,331|1067|887|1760,Tiber
sodome,sodome,,16,332,332,biblical place,NA,NA,332,Sodome
sheffield,sheffield,,16,333,333,,53.38333333,-1.466666667,333,Sheffield
rimont,rimont,,16,334,334,not a place,NA,NA,334,Rimont
nottinghamshire,nottingham-shire|nottinghamshire,,16,335,335,,53.16666667,-1,335,Nottingham-Shire
nottingham,nottingham,,16,336,336,,52.95,-1.15,336,Nottingham
montpelier|montpellier,montpelier|montpellier|mont pellier,,25,338|562,338,|,43.6119,3.8772,338|562,Montpelier
hidepark|hideparke|hydepark|hydeparkcorner,hide-park|hide-parke|hyde park|hyde-park|hyde-park- corner|hyde park corner|hyde-park corner,,28,705|2210|339|1497,339,|||,51.50861111,-0.163611111,705|2210|339|1497,Hide-Park
guise,guise|guise;,,16,340,340,not a place!,NA,NA,340,Guise
genoa,genoa|ge noa,,16,342,342,,44.41111111,8.932777778,342,Genoa
gaza,gaza,,16,343,343,,31.41666667,34.33333333,343,Gaza
elis,elis,,16,344,344,,37.66666667,21.5,344,Elis
achaia|achaya,achaia|achaya,,26,345|345,345,Classical Greek/ Roman|Classical Greek/ Roman,NA,NA,345|528,Achaia
vaucluse,vaucluse,,15,346,346,,44,5.166666667,346,Vaucluse
tunbridgewells,tunbridge wells|tunbridge- wells|tunbridge-wells,,15,347,347,,51.132,0.263,347,Tunbridge Wells
troisrivieres,trois rivieres,,16,348,348,"Canadian town (Brooks, Maria (Gowen) - Idomen)",46.35,-72.55,348,Trois Rivieres
salisbury,salisbu ry|salisbury,,15,349,349,,51.074,-1.7936,349,Salisbury
pamphilia,pamphilia,,15,350,350,,37,31,350,Pamphilia
padua,padua|padua;,,15,351,351,,45.40638889,11.87777778,351,Padua
northriver,north- river|north river,,14,352,352,New York: 1 deleted for north river virginia bc threshhold,43.06666667,-73.61666667,352,North- River
normandy,normandy|norman dy,,15,353,353,,48.88,0.17,353,Normandy
morocco,morocco,,15,354,354,,32,-6,354,Morocco
montmorenci|montmorency,mont morenci|montmor ency|montmorency,,20,355|949,355,|,46.89083333,-71.1475,355|949,Montmorency
lincolnshire,lincolnshire|lincoln shire|lincoln-shire,,15,356,356,,53.06666667,-0.183333333,356,Lincolnshire
lapland|laplands,lapland|lap-land|lapland's,,20,357|969,357,|,65.929,16.743,357|969,Lapland
lakechamplain,lake champlain,,15,358,358,,44.53333333,-73.33333333,358,Lake Champlain
greenland|greenlands,greenland|green-land|green land|greenland's,,20,359|991,359,|,72,-40,359|991,Greenland
calais|callis,calais|calais;|callis,,17,360|2429,360,|,50.94805556,1.856388889,360|2429,Calais
broadway,broadway,,15,361,361,"These all come from Changing Scenes, set in New York",40.705,-74.01361111,361,Broadway
bedlam|bethlam|bethlem,bedlam|bed lam|bethlam|bethlem,,21,362|1657|1656,362,Bedlam is Bethlehem Royal Hospital||,51.518188,-0.088611,362|1657|1656,Bedlam
aniow|anjou,aniow|anjou,,18,1682|365,365,|City in France,47.46666667,-0.55,1682|365,Anjou
amboyna,amboyna,,15,366,366,"Now Ambon Island, Maluku Islands, Indonesia",-3.7,128.1666667,366,Amboyna
zions,zion's|zions,,14,367,367,biblical place,NA,NA,367,Zion
worcester,worcester|worc ester,,5,368,368,England,52.192,-2.22,368,Worcester
tiberias,tiberias,,14,369,369,,32.79444444,35.53333333,369,Tiberias
switzerland,switzerland,,14,370,370,,46.83333333,8.333333333,370,Switzerland
styx,styx,,14,371,371,mythical place,NA,NA,371,Styx
southsea|southseas,south-sea|south sea|south seas,,16,372|1840,372,|,0,-160,372|1840,South Sea
southamerica,south america|south-america,,14,373,373,,-15.59583333,-56.09694444,373,South America
rotterdam,rotterdam|rotter dam,,14,374,374,,51.91666667,4.5,374,Rotterdam
rosehill|rosehillberkshire,"rose-hill|rose-hill, berkshire",,16,375|1907,375,|,51.43297222,-0.786972222,375|1907,Rose-Hill
redriver,red river,,14,376,376,,31.01944444,-91.74777778,376,Red River
paradise,paradise|para dise,,14,377,377,biblical place,NA,NA,377,Paradise
nandaugong,nan-dau-gong,,14,378,378,,16.85,96.18333333,378,Nan-Dau-Gong
mediterranean|mediterransea,mediterranean|mediterran sea,,16,379|2080,379,|2 moved to 379,35,18,379|2080,Mediterranean
lincoln|lincolne|lincolneiayle,lincoln|lincolne|lincolne iayle,,20,380|1158|2117,380,||,53.23271944,-0.537661111,380|1158|2117,Lincoln
killingly,killingly,,14,381,381,,41.83138889,-71.85027778,381,Killingly
kensington,kensington|ken sington,,14,382,382,,51.5,-0.19,382,Kensington
jersey,jersey,,8,383,383,6 moved to 7005,40,-74.5,383,Jersey
gravesend,gravesend,,14,385,385,,51.4415,0.3685,385,Gravesend
foula,foula,,14,386,386,mythical place,NA,NA,386,Foula
epire|epirus,epire|epirus,,24,511|387,387,|,39.6,20.8,511|387,Epire
durham,durham,,14,388,388,"deleted 1 for durham, connecticut, which appears only in Holley, Texas",54.7761,-1.5733,388,Durham
dalmatia,dalmatia,,14,389,389,,44.1167,15.2167,389,Dalmatia
brussels,brussels|brussel's,,14,391,391,,50.85,4.35,391,Brussels
bondstreet,bond street|bond-street|bond-street.,,14,393,393,,51.50722222,-0.1275,393,Bond Street
bologna,bologna,,14,394,394,,44.5075,11.35138889,394,Bologna
blois,blois,,14,395,395,French city,47.59388889,1.328055556,395,Blois
barbadoes|barbados,barbadoes|barba does|bar bados,,17,396|1667,396,|,13.16666667,-59.55,396|1667,Barbadoes
bagdad|bagdat,bagdad|bagdat,,16,2502|397,397,now Baghdad|now Baghdad,33.33333333,44.38333333,2502|397,Bagdad
bactria,bactria,,14,398,398,Classical Greek place,36.7581,66.8989,398,Bactria
amiens,amiens,,14,399,399,city in France,49.89194444,2.298888889,399,Amiens
worms,worms,,13,400,400,,49.63194444,8.365277778,400,Worms
petersburg|stpetersburg,petersburg|st. petersburg|st. pe tersburg,,21,795|402,402,|,59.9375,30.30861111,795|402,Petersburg
sions,sions|sion's,,13,404,404,biblical place,NA,NA,404,Sions
princeton,prince ton|princeton,,13,405,405,,40.34527778,-74.65611111,405,Prince Ton
olympus,olympus|olympus',,13,406,406,mythical place,NA,NA,406,Olympus
ogle,ogle,,13,407,407,,55.101,-1.79,407,Ogle
fallsofniagara|niagara,falls of niagara.|niagara,,16,1553|408,408,|,43.0799,-79.0747,1553|408,Falls Of Niagara.
limerick,limerick,,13,409,409,,52.6653,-8.6238,409,Limerick
leghorn|legorn,leghorn|legorn,,21,410|627,410,|,43.55,10.31666667,410|627,Leghorn
languedoc,languedoc,,13,411,411,,43.66666667,3.166666667,411,Languedoc
lambeth,lambeth|lam beth,,13,412,412,,51.46021944,-0.121444444,412,Lambeth
italias,italia's,,13,413,413,,43,12,413,Italia
indus,indus,,13,415,415,,23.99444444,67.43083333,415,Indus
erin|erins,erin|erin's,,21,644|416,416,ireland|ireland,53.41666667,-8,644|416,Erin
dorchester,dorchester|dorche ster,,11,417,417,,42.31666667,-71.05,417,Dorchester
cochin,cochin,,13,418,418,,9.97,76.28,418,Cochin
clermont,clermont,,13,419,419,,45.7831,3.0824,419,Clermont
boulogne,boulogne,,13,420,420,city in France,50.72638889,1.614722222,420,Boulogne
alabama,alabama,,13,421,421,,32.7,-86.7,421,Alabama
vienna,vienna,,12,422,422,,48.2,16.36666667,422,Vienna
tigris,tigris|tigris',,12,423,423,,38.43333333,39.77277778,423,Tigris
stgiless,st. giles's,,12,424,424,,51.5143,-0.127,424,St. Giles's
somersetshire|zomersetshire,somersetshire|so mersetshire|zomersetshire,,15,425|1271,425,|,51.1,-2.9,425|1271,Somersetshire
saluzzo|saluzzos,saluzzo|saluzzo's,,14,1890|426,426,|,44.65,7.483333333,1890|426,Saluzzo
prussia,prussia,,12,427,427,,54.71666667,20.51666667,427,Prussia
pembroke,pembroke,,12,428,428,,51.67603889,-4.9158,428,Pembroke
newfoundland,newfoundland|new foundland,,12,429,429,,49,-56,429,Newfoundland
lussan,lussan,,12,430,430,,44.1539,4.3669,430,Lussan
lethe,lethe,,12,431,431,mythical place,NA,NA,431,Lethe
leicester,leicester|lei cester,,12,432,432,,52.63333333,-1.133333333,432,Leicester
lancashire,lancashire,,12,433,433,,53.8,-2.6,433,Lancashire
lacedaemon|lacedemon|lacedemons,lacedaemon|lacedemon|lacedemon's,,18,2141|434|1164,434,||,37.08194444,22.42361111,2141|434|1164,Lacedaemon
judah,judah,,12,435,435,Biblical place,NA,NA,435,Judah
hamburg|hamburgh,hamburg|hamburgh,,20,436|638,436,|,53.56527778,10.00138889,436|638,Hamburg
hague,hague,,12,437,437,,52.08333333,4.316666667,437,Hague
ginksy,ginksy,,12,438,438,does not appear in corpus csv ????,NA,NA,438,Ginksy
gilead,gilead,,12,439,439,biblical place,NA,NA,439,Gilead
fez,fez,,12,440,440,,34.03333333,-5,440,Fez
dijon,dijon,,12,442,442,,47.31666667,5.016666667,442,Dijon
comminge,comminge,,12,443,443,,43.02,0.57,443,Comminge
colorado,colorado,,12,444,444,,39,-105.5,444,Colorado
burgundy|burgundys,burgundy|burgundy's,,15,446|1623,446,|,47,4.5,446|1623,Burgundy
buckingham,buckingham|buckingham;,,12,447,447,,51.9956,-0.9868,447,Buckingham
berlin,berlin,,12,448,448,,52.51666667,13.38333333,448,Berlin
aix,aix,,12,449,449,"town of Aix-en-Provence, southern France",43.52638889,5.445555556,449,Aix
wakefield,wakefield,,11,451,451,,53.6801,-1.492,451,Wakefield
tuscany,tuscany,,11,452,452,,43.77138889,11.25416667,452,Tuscany
thrace,thrace|thrace?,,11,453,453,mythical place,NA,NA,453,Thrace
stomers,st. omer's,,11,455,455,,50.7461,2.2617,455,St. Omer's
stjamessstreet,"st. james's street|st. james's-street|st. james's street,",,11,456,456,,51.50694444,-0.139722222,456,St. James's Street
stjamesspark,st. james's park,,11,457,457,,51.50166667,-0.131944444,457,St. James's Park
smithfelde|smithfield|smithfielde|smythfelde,smithfelde|smithfield|smith field|smithfielde|smythfelde,,20,1334|458|1850|1079,458,|||,51.519,-0.102,1334|458|1850|1079,Smithfelde
roxbury,roxbury,,11,459,459,,42.325,-71.09527778,459,Roxbury
rochel|rochelle,rochel|rochelle,,13,1915|460,460,|,46.1591,-1.1517,1915|460,Rochel
peterborough,peterborough,,11,461,461,,52.58333333,-0.25,461,Peterborough
ophir,ophir|ophir-,,11,462,462,biblical place,NA,NA,462,Ophir
novascotia,nova- scotia|nova scotia|nova-scotia,,11,463,463,,45,-63,463,Nova- Scotia
nineveh,nineveh|nine veh,,11,464,464,biblical place,NA,NA,464,Nineveh
nice,nice,,11,465,465,,43.7034,7.2663,465,Nice
nauarre|navarre,nauarre|navarre,,17,466|806,466,|,42.81666667,-1.65,466|806,Nauarre
narraganset,narraganset,,11,467,467,,41.6,-71.35,467,Narraganset
mercia,mercia,,11,468,468,,52.6,-1.6,468,Mercia
maine,maine,,11,469,469,,45.5,-69,469,Maine
iberia|iberias,iberia|iberia's,,22,471|470,470,|,40.5,-4,471|470,Iberia
hertford|hertforde|hertfordshire,hertford|hert forde|hertfordshire,,21,472|1509|708,472,||,51.795,-0.078,472|1509|708,Hertford
hayti,hayti,,11,473,473,,19,-72.41666667,473,Hayti
hartfield,hartfield,,11,474,474,,51.102,0.111,474,Hartfield
ephesus,ephesus|e phesus,,11,475,475,,37.94111111,27.34194444,475,Ephesus
derby,derby,,11,476,476,,52.91666667,-1.466666667,476,Derby
chester,ches ter|chester,,11,477,477,,53.1903,-2.8916,477,Chester
carolina|carolinas,carolina|carolinas|car olinas,,14,478|1604,478,|,34.91038889,-80.04713889,478|1604,Carolina
brunswick|brunswicke,brunswick|brunswicke,,9,479|1626,479,In Germany|,52.26666667,10.51666667,479|1626,Brunswick
brandywine,brandywine,,11,480,480,battle of,39.87194444,-75.59,480,Brandywine
bradford,bradford,,11,481,481,city in England,53.8,-1.75206,481,Bradford
bexar,bexar,,11,482,482,,42.558,-70.88,482,Bexar
bennington,benning ton|bennington,,11,483,483,,42.89111111,-73.20805556,483,Bennington
bathurst,bathurst,,11,484,484,,13.45305556,-16.5775,484,Bathurst
antipodes,antipodes,,11,486,486,Southern Hemisphere?,NA,NA,486,Antipodes
antioch|antiochia,antioch|antiochia,,20,487|590,487,|Antioch,36.2,36.15,487|590,Antioch
thessalia|thessalie|thessaly,"thessalia|thessalie|thessaly|thessaly,",,13,1782|1307|488,488,||,39.6,22.2,1782|1307|488,Thessalia
tadcaster,tadcaster,,10,489,489,,53.8852,-1.262,489,Tadcaster
stokenewington,stoke newington,,10,490,490,,51.5615,-0.0731,490,Stoke Newington
siam,siam,,10,492,492,,15,101,492,Siam
scotia|scotias,scotia|scotia's,,12,1867|493,493,|,55.95305556,-3.188888889,1867|493,Scotia
schuylkill,schuylkill,,10,494,494,,39.88444444,-75.19472222,494,Schuylkill
sardis,sardis,,10,495,495,,38.48833333,28.04027778,495,Sardis
rosa,rosa,,10,496,496,title not a place,NA,NA,496,Rosa
rochester,rochester,,10,497,497,,51.3883,0.4982,497,Rochester
palgrave,palgrave,,10,498,498,,52.36298056,1.107561111,498,Palgrave
nantucket,nantucket,,10,499,499,,41.28277778,-70.09944444,499,Nantucket
mountgerizim,mount gerizim,,10,500,500,biblical place,NA,NA,500,Mount Gerizim
middlesex,middlesex|mid dlesex,,6,501,501,England. moved 2 to 7006 (prince) and 2 to 7007 (fall river),51.5,-0.416666667,501,Middlesex
louisbourg,lou isbourg|louisbourg,,10,502,502,,45.89238056,-59.98621111,502,Louisbourg
linwell,linwell,,10,503,503,,51.102,0.111,503,Linwell
lesbos,lesbos|lesbos',,10,504,504,,39.16666667,26.33333333,504,Lesbos
ibberville,ibberville,,10,506,506,,30.26,-91.35,506,Ibberville
hull,hull,,10,507,507,,53.74433333,-0.3325,507,Hull
gath,gath,,10,508,508,,31.7,34.847,508,Gath
gardens,gardens,,10,509,509,?,NA,NA,509,Gardens
fernhill,"fern-hill,",,10,510,510,,51.4318,-0.709619444,510,Fern-Hill
elizium,elizium|elizium.,,10,512,512,mythical place,NA,NA,512,Elizium
edinburg|edinburgh,edinburg|edinburgh,,12,2317|513,513,|,55.953,-3.189,2317|513,Edinburg
communipaw,communipaw,,10,515,515,,40.70861111,-74.06111111,515,Communipaw
chatham,chatham,,10,516,516,to disambiguate?,51.361,0.5362,516,Chatham
cardigan|cardiganshire,cardigan|cardiganshire|cardigan-shire,,12,517|2416,517,in Wales|in Wales,52.08417,-4.65792,517|2416,Cardigan
capecod,cape-cod|cape cod,,10,518,518,,41.68333333,-70.2,518,Cape-Cod
camden,cam den,,10,519,519,,34.36455278,-80.6139,519,Camden
cairo,cairo,,10,521,521,,30.05,31.23333333,521,Cairo
brighthelmstone|brighton,brighthelmstone|brighton|brigh ton,,18,652|522,522,|,50.84305556,-0.131388889,652|522,Brighthelmstone
bridgefoot,bridgefoot,,10,523,523,,54.648,-3.465,523,Bridgefoot
barbary,barbary,,10,524,524,,30,5,524,Barbary
ashdown,ashdown,,10,526,526,"Berkshire Downs in Berkshire, England",51.575,-1.57,526,Ashdown
zemblas,zembla's,,9,529,529,,74,56,529,Zembla
yumuri,yumuri,,9,530,530,,20.80583333,-105.2475,530,Yumuri
wye,wye,,9,531,531,,51.183,0.936,531,Wye
williamsburg,williamsburg,,9,532,532,,37.27083333,-76.70694444,532,Williamsburg
westminsterabbey|westminsterabby,westminster-abbey|westminster abbey|westminster abby,,11,533|1731,533,|,51.49944444,-0.1275,533|1731,Westminster Abbey
welbeck,welbeck,,9,534,534,,53.26215,-1.156027778,534,Welbeck
waterloo,waterloo,,9,535,535,,50.71746944,4.397911111,535,Waterloo
towerhill,tower-hill|towerhill,,9,537,537,,51.5085,-0.0782,537,Tower-Hill
tours,tours,,9,538,538,,47.3936,0.6892,538,Tours
tennesseeriver,tennessee river,,9,539,539,,37.06722222,-88.56472222,539,Tennessee River
tartary,tartary|tar tary,,9,540,540,?,NA,NA,540,Tartary
stmarys,st. mary's,,9,541,541,,13.45305556,-16.5775,541,St. Mary's
spires,spires,,9,542,542,unable to identify,NA,NA,542,Spires
servia,servia,,9,543,543,,44,21,543,Servia
sardany|sardanys|sardinia,sardany|sardany's|sardinia,,15,544|1881|1090,544,||,40,9,544|1881|1090,Sardany
pyrenees,pyrenees,,9,545,545,,42.66666667,1,545,Pyrenees
prouence|provence,prouence|provence,,11,1937|546,546,|,43.5,5.5,1937|546,Prouence
poughkeepsie,pough keepsie,,9,547,547,,41.7,-73.93,547,Poughkeepsie
park,park,,9,548,548,unable to identify,NA,NA,548,Park
ormond,ormond,,9,549,549,not a place,NA,NA,549,Ormond
newworld,new world,,9,550,550,too vague,NA,NA,550,New World
newtown,newtown,,9,551,551,,42.37361111,-71.11055556,551,Newtown
newamsterdam,new-amsterdam,,9,552,552,,40.7127,-74.0059,552,New-Amsterdam
netherlands,netherlands|nether-lands,,11,553,553,,52.31666667,5.55,553,Netherlands
negropont,negropont,,9,554,554,,38.5,24,554,Negropont
natchez,natchez,,9,555,555,,31.55444444,-91.3875,555,Natchez
nantes,nantes,,9,556,556,,47.2181,-1.5528,556,Nantes
myrtlewood,myrtle wood,,9,557,557,unable to identify,NA,NA,557,Myrtle Wood
mountzion,mount zion,,9,558,558,biblical place,NA,NA,558,Mount Zion
mountsion,mount sion,,9,559,559,biblical place,NA,NA,559,Mount Sion
mountsinai,mount sinai,,9,560,560,biblical place,NA,NA,560,Mount Sinai
morauia|moravia,morauia|moravia,,12,561|1424,561,|,49.5,17,561|1424,Morauia
marthasvineyard,martha's vineyard,,9,563,563,,41.4,-70.61666667,563,Martha's Vineyard
manchester,manchester,,9,564,564,,53.47944444,-2.245277778,564,Manchester
madeira|madeiras,madeira|madeiras|madeira's,,12,565|1456,565,|,32.75,-17,565|1456,Madeira
lisle,lisle|l'isle,,9,566,566,,44,5.166666667,566,Lisle
leucate,leucate,,9,567,567,,42.9105,3.0294,567,Leucate
kenhawa|kenhawariver,kenhawa|kenhawa river,,11,568|2157,568,|,38.83777778,-82.14277778,568|2157,Kenhawa
isleoffrance,isle of france,,9,569,569,,-20.2,57.5,569,Isle Of France
ilion|ilium|illion,ilion|ilium|illion,,15,1171|570|2188,570,||,39.9575,26.23888889,1171|570|2188,Ilion
herefordshire,herefordshire,,9,572,572,,52.0565,-2.716,572,Herefordshire
grosvenorplace|grosvenorsquare|grosvenorstreet,grosvenor place|grosvenor square|grosvenor-square|grosvenor street,,14,1522|573|2246,573,||,51.51138889,-0.151388889,1522|573|2246,Grosvenor Place
grenada,grenada,,9,574,574,,37.17805556,-3.600833333,574,Grenada
frankford|frankfort|frankfortonthemaine|frankfortuponthemaine,frank ford|frankfort|frankfort on the maine|frankfort upon the maine,,18,1542|576|1541|1540,576,|||,50.11666667,8.683333333,1542|576|1541|1540,Frankford
endor,endor,,9,577,577,biblical place,NA,NA,577,Endor
easttennessee,east tennessee,,9,578,578,,35.9,-84.1,578,East Tennessee
cranganor,cranganor,,9,579,579,,10.23376111,76.19463333,579,Cranganor
cracow,cracow,,9,580,580,,50.06138889,19.93722222,580,Cracow
corsica,corsica|corsica.,,9,581,581,,42.15,9.083333333,581,Corsica
cilicia,cilicia,,9,582,582,,37,35,582,Cilicia
breedshill|bunkerhill|bunkershill,breed's-hill|breed's hill|bunker hill|bunker-hill|bunker's-hill|bunker's hill,,20,1242|583|735,583,of bunker hill||,42.37636111,-71.06077778,1242|583|735,Breed's-Hill
buda,buda,,9,584,584,,47.46666667,19.05,584,Buda
bethel,bethel,,9,585,585,,NA,NA,585,Bethel
bayonne,bayonne,,9,586,586,,43.48333333,-1.483333333,586,Bayonne
bauaria|bavaria,bauaria|bavaria|bavaria;,,12,1662|587,587,Bavaria|,48.7775,11.43111111,1662|587,Bauaria
barwick|berwick,barwick|berwick,,16,588|736,588,Berwick-upon-Tweed|,55.771,-2.007,588|736,Barwick
augsburg,augsburg,,9,589,589,,48.36666667,10.9,589,Augsburg
andes,andes'|andes,,9,591,591,,-32,-70,591,Andes
algier|algiers,algier|algiers,,12,592|592,592,|,36.76666667,3.216666667,1692|592,Algier
agen,agen,,9,593,593,town in France,44.205,0.621111111,593,Agen
zainsville,zainsville,,8,595,595,,39.94611111,-82.01222222,595,Zainsville
wittemberg,wittemberg,,8,596,596,,51.8671,12.6484,596,Wittemberg
westphalia,westphalia,,7,597,597,Moved 1 to 8003,51.30845833,9.499611111,597,Westphalia
vesuvius,vesuvius|vesuvius',,8,598,598,,40.81666667,14.43333333,598,Vesuvius
tyburn,tyburn,,8,599,599,,51.51333333,-0.160277778,599,Tyburn
twickenham|twicknham,twickenham|twick'nham,,10,600|1763,600,|,51.449,-0.337,600|1763,Twickenham
tow,tow,,8,602,602,?? not showing up at all in my corpus master,NA,NA,602,Tow
thessalonica,thessalonica,,8,603,603,,40.65,22.9,603,Thessalonica
terreirodepassa,terreiro de passa,,8,604,604,"Vaguely means ""yard""; actual setting by Centlivre is put as Scene Lisbon",38.71388889,-9.139444444,604,Terreiro De Passa
stmaura,st maura,,8,605,605,,38.71666667,20.65,605,St Maura
southampton,southamp ton|southampton,,8,606,606,,50.9,-1.4,606,Southampton
sinai,sinai,,8,607,607,biblical place,NA,NA,607,Sinai
shushan,shushan,,8,609,609,,32.19055556,48.25777778,609,Shushan
sheba,sheba,,8,610,610,biblical place,NA,NA,610,Sheba
placeroyale,place royale,,8,611,611,,48.86333333,2.336944444,611,Place Royale
phaerea,phaerea,,8,612,612,fictional place?,NA,NA,612,Phaerea
pequodharbour,pequod har bour,,8,614,614,,41.3125,-72.0804,614,Pequod Harbour
penobscot,penobscot,,8,615,615,,44.44,-68.83,615,Penobscot
parnassushill,parnassus hill|parnassus' hill,,8,616,616,mythical place,NA,NA,616,Parnassus Hill
pantaleria,pantaleria,,8,617,617,,36.83333333,11.95,617,Pantaleria
orrery,orrery,,8,618,618,not a place,NA,NA,618,Orrery
nuremberg,nuremberg,,8,619,619,,49.45,11.08333333,619,Nuremberg
north,north,,8,620,620,too vague,NA,NA,620,North
ninivie,ninivie,,8,621,621,biblical place,NA,NA,621,Ninivie
newnetherlands,new-netherlands,,8,622,622,,40.7127,-74.0059,622,New Netherlands
narbonne,narbonne,,8,623,623,,43.1836,3.0042,623,Narbonne
mountsterling,mount sterl ing,,8,624,624,,38.05666667,-83.94444444,624,Mount Sterling
mantua,mantua,,8,625,625,,45.15638889,10.79166667,625,Mantua
loraine|lorrain|lorraine,loraine|lorrain|lorraine,,13,2106|626|1465,626,||,49,6,2106|626|1465,Loraine
kingsbench,king's bench|kings- bench,,8,628,628,,51.49916667,-0.124722222,628,King's Bench
kew,kew,,8,629,629,,51.4837,-0.278,629,Kew
kamaraskas,kamaraskas,,8,630,630,kamouraska islands,47.56666667,-69.86666667,630,Kamaraskas
jamestown,james town|jamestown,,8,631,631,,37.20916667,-76.7775,631,Jamestown
isleofwight,isle of wight,,8,632,632,,50.66666667,-1.266666667,632,Isle Of Wight
hermon,hermon,,8,633,633,Biblical place,NA,NA,633,Hermon
hereford,hereford|hereford;,,8,634,634,,52.0565,-2.716,634,Hereford
heavn,heav'n,,8,635,635,Biblical place,NA,NA,635,Heav'n
heauens,heauens|hea uens,,8,636,636,Biblical place,NA,NA,636,Heauens
havana,havana,,8,637,637,,23.13333333,-82.38333333,637,Havana
guinea,guinea,,8,639,639,,11,-10,639,Guinea
glocester,glocester,,0,640,640,"england 5, moved to 7003",51.87,-2.24,640,Glocester
gethsemane,gethsemane,,8,641,641,biblical place,NA,NA,641,Gethsemane
galvestonbay,galveston bay,,8,642,642,,29.28111111,-94.82583333,642,Galveston Bay
falmouth,falmouth,,8,643,643,,41.55138889,-70.61527778,643,Falmouth
dieppe,dieppe,,8,645,645,,49.92,1.08,645,Dieppe
croton,croton,,8,646,646,,41.20416667,-73.88611111,646,Croton
cromer,cromer,,8,647,647,,52.931,1.302,647,Cromer
crete,crete,,8,648,648,,35.21,24.91,648,Crete
columbias,columbia's,,8,649,649,,38.90472222,-77.01638889,649,Columbia
christendom,christendom.|christendom,,8,650,650,,NA,NA,650,Christendom.
chesapeak|chesapeakebay,chesapeak|chesapeake bay,,10,651|2384,651,|,36.99583333,-75.95944444,651|2384,Chesapeak
boulevards,boulevards,,8,654,654,!,NA,NA,654,Boulevards
berri,berri,,8,655,655,Berry region,47.08444444,2.396388889,655,Berri
